2.1	 0.00796900
2.05	 0.00795500
2	 0.00801267
1.95	 0.00796233
1.9	 0.00747367
1.85	 0.00738700
1.8	 0.00730700
1.75	 0.00728333
1.7	 0.00734967
1.65	 0.00733167
1.6	 0.00735433
1.55	 0.00728800
1.5	 0.00740233
1.45	 0.00701000
1.4	 0.00655933
1.35	 0.00667900
1.3	 0.00669200
1.25	 0.00657767
1.2	 0.00666467
1.15	 0.00673167
1.1	 0.00674933
1.05	 0.00689167
1	 0.00682267
0.95	 0.00675100
0.9	 0.00688233
0.85	 0.00723500
0.8	 0.00741367
0.75	 0.00802567
0.7	 0.00900033
0.65	 0.01109500
0.6	 0.01548367
0.55	 0.02161733
0.5	 0.03754967
0.45	 0.07463900
0.4	 0.24669633
0.35	 0.60206900
0.3	 0.69794867
0.25	 0.74939000
0.2	 0.80053300
0.15	 0.85103200
0.1	 0.89960600
0.05	 0.94963733
-7.63278e-16	 0.99991300
